concurso,data,dezena_1,dezena_2,dezena_3,dezena_4,dezena_5,dezena_6,ganhadores_6_acertos,valor_premio,local
471,14/06/2003,5,31,32,36,51,59,0,0.0,"Caminhão da Sorte em Pelotas, RS"
472,18/06/2003,3,4,12,29,38,51,0,0.0,"Caminhão da Sorte em Lages, SC"
473,21/06/2003,7,23,41,49,51,58,0,0.0,"Caminhão da Sorte em Lages, SC"
474,25/06/2003,3,12,32,34,40,50,0,0.0,"Caminhão da Sorte em Curitiba, PR"
475,28/06/2003,6,8,19,22,43,52,0,0.0,"Caminhão da Sorte em Curitiba, PR"
476,02/07/2003,17,20,38,43,55,58,0,0.0,"Caminhão da Sorte em Petrópolis, RJ"
477,05/07/2003,6,8,18,34,38,47,3,10401481.92,"Caminhão da Sorte em Petrópolis, RJ"
478,09/07/2003,3,8,21,25,30,31,0,0.0,"Caminhão da Sorte em Araçatuba, SP"
479,12/07/2003,20,26,41,46,54,58,0,0.0,"Caminhão da Sorte em Araçatuba, SP"
480,16/07/2003,14,33,36,38,41,49,0,0.0,"Caminhão da Sorte em Ibitinga, SP"
481,19/07/2003,6,13,22,24,42,44,3,6796888.03,"Caminhão da Sorte em Ibitinga, SP"
482,23/07/2003,12,13,33,53,54,56,0,0.0,"Caminhão da Sorte em Cianorte, PR"
483,26/07/2003,16,18,23,35,44,59,0,0.0,"Caminhão da Sorte em Cianorte, PR"
484,30/07/2003,17,18,19,38,49,53,0,0.0,"Caminhão da Sorte em Salvador, BA"
485,02/08/2003,19,28,30,38,52,57,0,0.0,"Caminhão da Sorte em Salvador, BA"
486,06/08/2003,8,14,19,30,42,50,1,5125800.12,"Caminhão da Sorte em Senhor do Bonfim, BA"
487,09/08/2003,8,22,25,48,52,54,2,467702.34,"Caminhão da Sorte em Senhor do Bonfim, BA"
488,13/08/2003,15,30,35,39,43,57,0,0.0,"Caminhão da Sorte em Araraquara, SP"
489,16/08/2003,17,28,33,36,53,59,0,0.0,"Caminhão da Sorte em Araraquara, SP"
490,20/08/2003,5,11,23,29,54,58,1,11070173.5,"Caminhão da Sorte em Coxim, MS"
491,23/08/2003,1,9,15,22,43,55,1,849344.26,"Caminhão da Sorte em Coxim, MS"
492,27/08/2003,2,6,15,18,56,57,0,0.0,"Caminhão da Sorte em Barretos, SP"
493,30/08/2003,3,18,20,24,42,54,0,0.0,"Caminhão da Sorte em Barretos, SP"
494,03/09/2003,18,20,28,32,49,53,0,0.0,"Caminhão da Sorte em Teófilo Otoni, MG"
495,06/09/2003,8,15,29,36,49,60,0,0.0,"Caminhão da Sorte em Teófilo Otoni, MG"
496,10/09/2003,10,19,20,29,41,59,0,0.0,"Caminhão da Sorte em Muriaé, MG"
497,13/09/2003,9,13,20,32,41,58,0,0.0,"Caminhão da Sorte em Muriaé, MG"
498,17/09/2003,2,6,28,49,50,57,0,0.0,"Caminhão da Sorte em Porto Alegre, RS"
499,20/09/2003,1,4,5,11,44,59,1,8698099.22,"Caminhão da Sorte em Porto Alegre, RS"
500,27/09/2003,21,29,35,36,38,54,1,9394248.83,"Caminhão da Sorte em Recife, PE"
501,01/10/2003,16,27,28,34,39,56,0,0.0,"Caminhão da Sorte em CRUZ ALTA, RS"
502,04/10/2003,7,13,21,24,33,50,2,730915.33,"Caminhão da Sorte em CRUZ ALTA, RS"
503,08/10/2003,7,10,21,27,48,49,0,0.0,"Caminhão da Sorte em GUARAÇAÍ, SP"
504,11/10/2003,8,11,19,30,39,50,0,0.0,"Caminhão da Sorte em GUARAÇAÍ, SP"
505,15/10/2003,3,20,28,46,47,52,0,0.0,"Caminhão da Sorte em BLUMENAU, SC"
506,18/10/2003,4,15,31,34,37,38,0,0.0,"Caminhão da Sorte em BLUMENAU, SC"
507,22/10/2003,3,5,27,33,44,58,2,1963484.53,"Caminhão da Sorte em CAXIAS DO SUL, RS"
508,25/10/2003,5,10,15,45,46,56,0,0.0,"Caminhão da Sorte em CAXIAS DO SUL, RS"
509,29/10/2003,28,32,33,34,35,55,0,0.0,"Caminhão da Sorte em VICENTE DE CARVALHO, SP"
510,01/11/2003,1,4,30,41,45,58,2,4252983.06,"Caminhão da Sorte em BERTIOGA, SP"
511,05/11/2003,3,4,8,34,36,37,0,0.0,"Caminhão da Sorte em POÇOS DE CALDAS, MG"
512,08/11/2003,4,8,31,40,53,58,3,653828.5,"Caminhão da Sorte em POÇOS DE CALDAS, MG"
513,12/11/2003,10,19,27,33,39,46,0,0.0,"Caminhão da Sorte em SANTO ÂNGELO, RS"
514,15/11/2003,15,36,40,42,51,52,0,0.0,"Caminhão da Sorte em SANTO ÂNGELO, RS"
515,19/11/2003,15,16,39,45,48,57,0,0.0,"Caminhão da Sorte em RIO DO SUL, SC"
516,22/11/2003,5,13,24,33,34,35,0,0.0,"Caminhão da Sorte em RIO DO SUL, SC"
517,26/11/2003,7,8,28,32,38,51,0,0.0,"Caminhão da Sorte em ARTUR NOGUEIRA, SP"
518,29/11/2003,5,8,10,15,18,44,0,0.0,"Caminhão da Sorte em COSMÓPOLIS, SP"
519,03/12/2003,9,15,19,22,36,42,0,0.0,"Caminhão da Sorte em AVARÉ, SP"
520,06/12/2003,9,12,17,32,34,35,0,0.0,"Caminhão da Sorte em AVARÉ, SP"
521,10/12/2003,15,25,28,32,38,45,0,0.0,"Caminhão da Sorte em VOTORANTIM, SP"
522,13/12/2003,6,14,15,25,49,52,0,0.0,"Caminhão da Sorte em VOTORANTIM, SP"
523,17/12/2003,28,39,40,44,45,58,0,0.0,"Caminhão da Sorte em RIBEIRÃO PRETO, SP"
524,20/12/2003,19,29,34,41,47,48,1,42794697.56,"Caminhão da Sorte em RIBEIRÃO PRETO, SP"
525,27/12/2003,8,10,24,26,32,49,2,10208722.99,"Caminhão da Sorte em PIRACICABA, SP"
526,03/01/2004,3,21,31,36,55,59,0,0.0,"Caminhão da Sorte em FRANCA, SP"
527,07/01/2004,6,14,17,26,50,52,0,0.0,"Caminhão da Sorte em CABO FRIO, RJ"
528,10/01/2004,8,12,28,31,34,37,0,0.0,"Caminhão da Sorte em CABO FRIO, RJ"
529,14/01/2004,1,13,33,38,45,56,15,348732.75,"Caminhão da Sorte em RIO DAS OSTRAS, RJ"
530,17/01/2004,1,6,21,25,32,49,0,0.0,"Caminhão da Sorte em RIO DAS OSTRAS, RJ"
531,21/01/2004,1,3,7,18,35,50,0,0.0,"Caminhão da Sorte em SÃO PAULO, SP"
532,24/01/2004,4,9,12,13,52,53,0,0.0,"Caminhão da Sorte em SÃO PAULO, SP"
533,28/01/2004,13,18,21,27,53,59,0,0.0,"Caminhão da Sorte em CALDAS NOVAS, GO"
534,31/01/2004,3,8,23,31,48,57,1,15184658.12,"Caminhão da Sorte em CALDAS NOVAS, GO"
535,04/02/2004,6,14,28,47,49,56,1,7834139.14,"Caminhão da Sorte em VACARIA, RS"
536,07/02/2004,14,15,22,23,25,37,0,0.0,"Caminhão da Sorte em VACARIA, RS"
537,11/02/2004,3,7,19,34,37,39,1,2054340.05,"Caminhão da Sorte em IBAITI, PR"
538,14/02/2004,3,25,43,45,52,56,0,0.0,"Caminhão da Sorte em LONDRINA, PR"
539,18/02/2004,6,16,19,47,50,55,0,0.0,"Caminhão da Sorte em EMBU, SP"
540,21/02/2004,4,22,28,30,44,49,0,0.0,"Caminhão da Sorte em EMBU, SP"
541,28/02/2004,13,27,49,52,57,58,1,9144543.5,"Caminhão da Sorte em BALNEÁRIO CAMBORIÚ, SC"
542,03/03/2004,4,6,19,28,35,49,0,0.0,"Caminhão da Sorte em UMUARAMA, PR"
543,06/03/2004,35,37,42,46,49,54,1,1836749.58,"Caminhão da Sorte em UMUARAMA, PR"
544,10/03/2004,11,17,33,34,47,56,0,0.0,"Caminhão da Sorte em PONTA PORÃ, MS"
545,13/03/2004,17,29,35,40,43,57,1,6409645.53,"Caminhão da Sorte em PONTA PORÃ, MS"
546,17/03/2004,4,5,13,17,46,54,0,0.0,"Caminhão da Sorte em CAMPO LARGO, PR"
547,20/03/2004,4,13,28,30,53,59,1,1746857.35,"Caminhão da Sorte em SÃO JOSÉ DOS PINHAIS, PR"
548,24/03/2004,14,47,49,51,58,59,0,0.0,"Caminhão da Sorte em PORTO ALEGRE, RS"
549,27/03/2004,8,13,22,46,51,58,0,0.0,"Caminhão da Sorte em PORTO ALEGRE, RS"
550,31/03/2004,16,17,38,39,45,56,0,0.0,"Caminhão da Sorte em TIETÊ, SP"
551,03/04/2004,12,21,46,48,56,57,0,0.0,"Caminhão da Sorte em CERQUILHO, SP"
552,07/04/2004,9,22,47,49,52,54,0,0.0,"Caminhão da Sorte em TORRES, RS"
553,10/04/2004,4,43,46,53,54,58,0,0.0,"Caminhão da Sorte em TORRES, RS"
554,14/04/2004,15,29,31,42,47,60,0,0.0,"Caminhão da Sorte em SÃO FRANCISCO DO SUL, SC"
555,17/04/2004,5,23,31,33,45,49,1,23810057.19,"Caminhão da Sorte em SÃO FRANCISCO DO SUL, SC"
556,21/04/2004,8,10,17,30,33,45,0,0.0,"Caminhão da Sorte em JEQUIÉ, BA"
557,24/04/2004,8,12,18,23,38,49,0,0.0,"Caminhão da Sorte em JEQUIÉ, BA"
558,28/04/2004,7,14,31,57,58,59,0,0.0,"Caminhão da Sorte em CARATINGA, MG"
559,01/05/2004,6,13,17,25,36,53,1,3707152.54,"Caminhão da Sorte em IPATINGA, MG"
560,05/05/2004,2,11,18,30,32,58,0,0.0,"Caminhão da Sorte em SANTA ROSA, RS"
561,08/05/2004,1,20,36,39,49,55,0,0.0,"Caminhão da Sorte em SANTA ROSA, RS"
562,12/05/2004,16,23,35,37,55,57,0,0.0,"Caminhão da Sorte em ITAPECERICA DA SERRA, SP"
563,15/05/2004,5,8,23,34,44,51,0,0.0,"Caminhão da Sorte em ITAPECERICA DA SERRA, SP"
564,19/05/2004,10,13,20,32,38,49,0,0.0,"Caminhão da Sorte em FERNANDÓPOLIS, SP"
565,22/05/2004,7,31,34,35,37,45,0,0.0,"Caminhão da Sorte em FERNANDÓPOLIS, SP"
566,26/05/2004,6,13,17,18,20,37,0,0.0,"Caminhão da Sorte em DOURADOS, MS"
567,29/05/2004,11,31,38,41,57,58,0,0.0,"Caminhão da Sorte em DOURADOS, MS"
568,02/06/2004,13,17,22,25,29,41,0,0.0,"Caminhão da Sorte em SALES OLIVEIRA, SP"
569,05/06/2004,3,9,14,15,32,57,1,46663532.7,"Caminhão da Sorte em SÃO JOAQUIM DA BARRA, SP"
570,09/06/2004,15,32,33,35,36,51,0,0.0,"Caminhão da Sorte em CASTELO, ES"
571,12/06/2004,12,13,14,31,50,51,0,0.0,"Caminhão da Sorte em ALEGRE, ES"
572,16/06/2004,3,9,16,20,33,60,0,0.0,"Caminhão da Sorte em ASSU, RN"
573,19/06/2004,6,17,22,29,40,59,0,0.0,"Caminhão da Sorte em RECIFE, PE"
574,23/06/2004,2,10,17,23,32,44,0,0.0,"Caminhão da Sorte em CAMPINA GRANDE, PB"
575,26/06/2004,5,18,21,29,35,48,2,25737016.52,"Caminhão da Sorte em JOÃO PESSOA, PB"
576,30/06/2004,7,8,18,39,43,52,0,0.0,"Caminhão da Sorte em CACHOEIRO de ITAPEMIRIM, ES"
577,03/07/2004,8,23,24,28,31,47,0,0.0,"Caminhão da Sorte em CACHOEIRO de ITAPEMIRIM, ES"
578,07/07/2004,3,18,23,48,56,58,1,3982872.62,"Caminhão da Sorte em CAMBARÁ, PR"
579,10/07/2004,4,9,15,17,34,39,1,1175432.13,"Caminhão da Sorte em BRASÍLIA, DF"
580,14/07/2004,15,16,18,28,38,47,0,0.0,"Caminhão da Sorte em MAIRIPORÃ, SP"
581,17/07/2004,14,17,25,30,39,52,1,11781320.02,"Caminhão da Sorte em SERRA NEGRA, SP"
582,21/07/2004,13,29,40,45,51,59,0,0.0,"Caminhão da Sorte em IPAMERI, GO"
583,24/07/2004,6,7,20,41,43,55,0,0.0,"Caminhão da Sorte em IPAMERI, GO"
584,28/07/2004,7,8,23,30,32,53,0,0.0,"Caminhão da Sorte em FORMOSA, GO"
585,31/07/2004,12,24,33,36,39,57,1,10166807.68,"Caminhão da Sorte em FORMOSA, GO"
586,04/08/2004,11,13,38,39,45,54,0,0.0,"Caminhão da Sorte em SÃO LOURENÇO, MG"
587,07/08/2004,2,18,29,30,36,60,0,0.0,"Caminhão da Sorte em SÃO LOURENÇO, MG"
588,11/08/2004,11,13,45,46,53,55,0,0.0,"Caminhão da Sorte em URUSSANGA, SC"
589,14/08/2004,6,7,8,13,33,59,0,0.0,"Caminhão da Sorte em URUSSANGA, SC"
590,18/08/2004,4,5,18,25,28,51,0,0.0,"Caminhão da Sorte em FRANCA, SP"
591,21/08/2004,1,3,18,34,50,58,0,0.0,"Caminhão da Sorte em FRANCA, SP"
592,25/08/2004,13,14,42,47,55,59,0,0.0,"Caminhão da Sorte em RIO GRANDE, RS"
593,28/08/2004,1,25,27,29,49,59,0,0.0,"Caminhão da Sorte em RIO GRANDE, RS"
594,01/09/2004,10,13,29,47,53,55,0,0.0,"Caminhão da Sorte em IMPERATRIZ, MA"
595,04/09/2004,1,2,25,43,50,54,0,0.0,"Caminhão da Sorte em IMPERATRIZ, MA"
596,08/09/2004,11,14,28,43,54,60,0,0.0,"Caminhão da Sorte em ITAJUBÁ, MG"
597,11/09/2004,22,27,29,40,42,56,0,0.0,"Caminhão da Sorte em ITAJUBÁ, MG"
598,15/09/2004,5,16,34,38,50,53,2,23179951.19,"Caminhão da Sorte em PORTO ALEGRE, RS"
599,18/09/2004,4,6,9,23,45,51,0,0.0,"Caminhão da Sorte em PORTO ALEGRE, RS"
600,22/09/2004,16,18,31,34,39,54,0,0.0,"Caminhão da Sorte em CÁCERES, MT"
601,25/09/2004,10,19,22,29,30,37,0,0.0,"Caminhão da Sorte em CÁCERES, MT"
602,29/09/2004,7,13,38,46,55,60,0,0.0,"Caminhão da Sorte em CRUZ ALTA, RS"
603,02/10/2004,4,8,11,12,29,44,1,24750883.61,"Caminhão da Sorte em Cruz Alta, RS"
604,06/10/2004,15,25,41,46,49,51,0,0.0,"Caminhão da Sorte em São Luis, MA"
605,09/10/2004,4,24,44,49,52,53,0,0.0,"Caminhão da Sorte em São Luis, MA"
606,13/10/2004,6,23,32,35,41,55,1,11878491.65,"Caminhão da Sorte em Blumenau, SC"
607,16/10/2004,6,11,19,27,41,59,0,0.0,"Caminhão da Sorte em Blumenau, SC"
608,20/10/2004,6,13,19,24,30,37,0,0.0,"Caminhão da Sorte em Igrejinha, RS"
609,23/10/2004,2,6,15,58,59,60,0,0.0,"Caminhão da Sorte em Igrejinha, RS"
610,27/10/2004,25,30,43,45,47,49,0,0.0,"Caminhão da Sorte em Juazeiro da Norte, CE"
611,30/10/2004,16,21,22,33,48,49,0,0.0,"Caminhão da Sorte em Juazeiro do Norte, CE"
612,03/11/2004,15,18,33,50,53,55,0,0.0,"Caminhão da Sorte em TATUÍ, SP"
613,06/11/2004,6,13,19,44,54,55,0,0.0,"Caminhão da Sorte em ITAPETININGA, SP"
614,10/11/2004,12,16,31,48,57,60,0,0.0,"Caminhão da Sorte em BRASÍLIA, DF"
615,13/11/2004,5,8,10,27,31,51,0,0.0,"Caminhão da Sorte em BRASÍLIA, DF"
616,17/11/2004,2,12,16,24,26,54,0,0.0,"Caminhão da Sorte em MACEIÓ, AL"
617,20/11/2004,3,5,25,33,36,49,2,17791387.59,"Caminhão da Sorte em MACEIÓ, AL"
618,24/11/2004,3,8,10,13,24,60,0,0.0,"Caminhão da Sorte em VITÓRIA, ES"
619,27/11/2004,8,12,14,16,19,46,0,0.0,"Caminhão da Sorte em VITÓRIA, ES"
620,01/12/2004,1,3,13,22,29,32,0,0.0,"Caminhão da Sorte em BIRIGÜI, SP"
621,04/12/2004,26,29,31,49,50,57,0,0.0,"Caminhão da Sorte em ARAÇATUBA, SP"
622,08/12/2004,19,27,29,38,50,59,0,0.0,"Caminhão da Sorte em FARROUPILHA, RS"
623,11/12/2004,9,23,30,42,49,55,0,0.0,"Caminhão da Sorte em SALVADOR, BA"
624,15/12/2004,8,23,34,39,43,52,1,22375180.08,"Caminhão da Sorte em LAGOA VERMELHA, RS"
625,18/12/2004,12,24,32,40,42,59,0,0.0,"Caminhão da Sorte em FREDERICO WESTPHALEN, RS"
626,22/12/2004,7,8,18,22,39,49,0,0.0,"Caminhão da Sorte em ATIBAIA, SP"
627,29/12/2004,1,13,19,45,56,58,0,0.0,"Caminhão da Sorte em CHARQUEADA, SP"
628,05/01/2005,8,16,22,30,56,58,1,17373966.13,"Caminhão da Sorte em CAPÃO DA CANOA, RS"
629,08/01/2005,15,16,39,40,47,51,1,1104456.38,"Caminhão da Sorte em TRAMANDAÍ, RS"
630,12/01/2005,12,16,20,45,53,60,0,0.0,"Caminhão da Sorte em ARACAJU, SE"
631,15/01/2005,1,20,28,32,44,47,1,10579247.17,"Caminhão da Sorte em ARACAJU, SE"
632,19/01/2005,2,19,28,48,51,54,0,0.0,"Caminhão da Sorte em CALDAS NOVAS, GO"
633,22/01/2005,5,11,22,27,46,50,0,0.0,"Caminhão da Sorte em CALDAS NOVAS, GO"
634,26/01/2005,10,13,24,41,42,56,0,0.0,"Caminhão da Sorte em RIO DE JANEIRO, RJ"
635,29/01/2005,8,20,26,37,42,49,0,0.0,"Caminhão da Sorte em RIO DE JANEIRO, RJ"
636,02/02/2005,26,28,30,32,34,50,0,0.0,"Caminhão da Sorte em PERUÍBE, SP"
637,05/02/2005,11,18,43,48,52,58,0,0.0,"Caminhão da Sorte em SANTOS, SP"
638,12/02/2005,10,11,36,41,42,50,0,0.0,"Caminhão da Sorte em IJUÍ, RS"
639,16/02/2005,13,35,39,45,51,60,0,0.0,"Caminhão da Sorte em TERESINA, PI"
640,19/02/2005,12,19,42,46,59,60,0,0.0,"Caminhão da Sorte em TERESINA, PI"
641,23/02/2005,1,9,13,17,33,34,1,31923289.19,"Caminhão da Sorte em EMBU, SP"
642,26/02/2005,17,36,40,44,51,56,0,0.0,"Caminhão da Sorte em EMBU, SP"
643,02/03/2005,14,24,37,40,42,45,0,0.0,"Caminhão da Sorte em MARAU, RS"
644,05/03/2005,14,27,29,31,34,57,0,0.0,"Caminhão da Sorte em HORIZONTINA, RS"
645,09/03/2005,3,24,48,52,53,54,0,0.0,"Caminhão da Sorte em CAMPO GRANDE, MS"
646,12/03/2005,10,13,32,47,49,60,0,0.0,"Caminhão da Sorte em CAMPO GRANDE, MS"
647,16/03/2005,11,12,14,19,54,56,1,17603353.15,"Caminhão da Sorte em PARANAVAÍ, PR"
648,19/03/2005,5,23,29,42,45,48,3,361199.61,"Caminhão da Sorte em PARANAVAÍ, PR"
649,23/03/2005,9,24,33,41,48,54,0,0.0,"Caminhão da Sorte em LIMEIRA, SP"
650,26/03/2005,10,24,25,29,53,59,0,0.0,"Caminhão da Sorte em MOGI MIRIM, SP"
651,30/03/2005,26,28,39,45,48,60,0,0.0,"Caminhão da Sorte em NOVO HAMBURGO, RS"
652,02/04/2005,10,18,20,24,56,57,0,0.0,"Caminhão da Sorte em Novo Hamburgo, RS"
653,06/04/2005,5,9,19,24,31,34,0,0.0,"Caminhão da Sorte em Ituporanga, SC"
654,09/04/2005,6,10,11,40,41,56,1,15767596.35,"Caminhão da Sorte em ITUPORANGA, SC"
655,13/04/2005,1,26,37,39,43,48,0,0.0,"Caminhão da Sorte em Catanduva, SP"
656,16/04/2005,35,36,37,46,51,59,0,0.0,"Caminhão da Sorte em Catanduva, SP"
657,20/04/2005,16,20,33,58,59,60,1,11354235.39,"Caminhão da Sorte em Porto Alegre, RS"
658,23/04/2005,3,6,11,20,36,41,0,0.0,"Caminhão da Sorte em TORRES, RS"
659,27/04/2005,14,29,34,40,51,52,0,0.0,"Caminhão da Sorte em João Monlevade, MG"
660,30/04/2005,5,11,38,46,53,54,0,0.0,"Caminhão da Sorte em JOÃO MONLEVADE, MG"
661,04/05/2005,4,27,36,40,42,55,0,0.0,"Caminhão da Sorte em Lençóis Paulista, SP"
662,07/05/2005,4,18,23,25,56,60,0,0.0,"Caminhão da Sorte em LENÇÓIS PAULISTA, SP"
663,11/05/2005,1,27,30,49,51,55,0,0.0,"Caminhão da Sorte em Passos, MG"
664,14/05/2005,1,12,36,38,55,59,0,0.0,"Caminhão da Sorte em PASSOS, MG"
665,18/05/2005,7,8,18,25,47,48,0,0.0,"Caminhão da Sorte em Pitangueiras, SP"
666,21/05/2005,7,16,26,29,45,55,0,0.0,"Caminhão da Sorte em Pontal, SP"
667,25/05/2005,1,4,5,16,23,49,1,34263173.55,"Caminhão da Sorte em Pirapora, MG"
668,28/05/2005,1,2,14,33,49,56,0,0.0,"Caminhão da Sorte em Pirapora, MG"
669,01/06/2005,7,24,27,40,41,49,1,2170216.15,"Caminhão da Sorte em Francisco Morato, SP"
670,04/06/2005,22,37,42,48,58,59,0,0.0,"Caminhão da Sorte em FRANCO DA ROCHA, SP"
671,08/06/2005,9,16,27,38,39,51,0,0.0,"Caminhão da Sorte em Ourinhos, SP"
672,11/06/2005,24,28,34,38,43,53,0,0.0,"Caminhão da Sorte em Ourinhos, SP"
673,15/06/2005,6,11,20,34,37,40,0,0.0,"Caminhão da Sorte em Caruaru, PE"
674,18/06/2005,18,22,29,32,38,42,0,0.0,"Caminhão da Sorte em Caruaru, PE"
675,22/06/2005,24,25,30,42,43,50,0,0.0,"Caminhão da Sorte em Aracaju, SE"
676,25/06/2005,9,15,32,41,42,49,0,0.0,"Caminhão da Sorte em ARACAJU, SE"
677,29/06/2005,8,10,25,32,48,55,0,0.0,"Caminhão da Sorte em Jaguaquara, BA"
678,02/07/2005,14,31,40,42,44,46,0,0.0,"Caminhão da Sorte em JAGUAQUARA, BA"
679,06/07/2005,3,21,25,37,54,58,1,51890452.61,"Caminhão da Sorte em ITAÚNA, MG"
680,09/07/2005,2,3,5,22,26,44,0,0.0,"Caminhão da Sorte em PARÁ DE MINAS, MG"
681,13/07/2005,21,25,38,53,58,59,0,0.0,"Caminhão da Sorte em ANDRADINA, SP"
682,16/07/2005,4,27,36,37,47,60,0,0.0,"Caminhão da Sorte em BASTOS, SP"
683,20/07/2005,2,11,12,35,40,43,0,0.0,"Caminhão da Sorte em NHANDEARA, SP"
684,23/07/2005,17,19,33,37,40,50,0,0.0,"Caminhão da Sorte em BADY BASSITT, SP"
685,27/07/2005,5,12,27,33,43,56,1,44331219.78,"Caminhão da Sorte em PASSA QUATRO, MG"
686,30/07/2005,4,5,15,26,33,54,0,0.0,"Caminhão da Sorte em PASSA QUATRO, MG"
687,03/08/2005,1,7,14,41,48,59,0,0.0,"Caminhão da Sorte em Caieiras, SP"
688,06/08/2005,11,21,30,35,47,52,0,0.0,"Caminhão da Sorte em Bom Jesus dos Perdões, SP"
689,10/08/2005,6,7,31,49,51,60,0,0.0,"Caminhão da Sorte em Promissão, SP"
690,13/08/2005,8,12,15,41,47,53,0,0.0,"Caminhão da Sorte em Promissão, SP"
691,17/08/2005,8,16,37,50,55,58,0,0.0,"Caminhão da Sorte em Mauá, SP"
692,20/08/2005,11,18,33,57,58,60,0,0.0,"Auditório em Brasília, DF"
693,24/08/2005,13,14,17,31,41,50,0,0.0,"Caminhão da Sorte em Itararé, SP"
694,27/08/2005,15,19,29,37,41,53,0,0.0,"Caminhão da Sorte em Itararé, SP"
695,31/08/2005,6,11,13,21,40,52,0,0.0,"Caminhão da Sorte em COXIM, MS"
696,03/09/2005,9,16,34,37,53,57,2,19251302.49,"Caminhão da Sorte em Coxim, MS"
697,10/09/2005,28,31,32,35,51,53,0,0.0,"Caminhão da Sorte em SÃO LUIS, MA"
698,14/09/2005,8,12,22,27,43,55,0,0.0,"Caminhão da Sorte em Andirá, PR"
699,19/09/2005,17,23,48,50,53,54,0,0.0,"Caminhão da Sorte em Porto Alegre, RS"
700,21/09/2005,2,3,14,24,31,40,0,0.0,"Caminhão da Sorte em Porto Alegre, RS"
701,24/09/2005,1,13,23,31,48,60,0,0.0,"Caminhão da Sorte em Porto Alegre, RS"
702,28/09/2005,1,18,45,56,57,58,0,0.0,"Caminhão da Sorte em Afonso Cláudio, ES"
703,01/10/2005,2,11,24,27,30,45,0,0.0,"Caminhão da Sorte em GUAÇUÍ, ES"
704,05/10/2005,2,4,18,27,34,50,0,0.0,"Caminhão da Sorte em CATALÃO, GO"
705,08/10/2005,3,11,13,15,26,43,0,0.0,"Caminhão da Sorte em Catalão, GO"
706,15/10/2005,2,7,10,17,22,60,0,0.0,"Caminhão da Sorte em Blumenau, SC"
707,19/10/2005,1,8,10,36,43,51,2,19919975.72,"Caminhão da Sorte em MACAPÁ, AP"
708,22/10/2005,7,9,13,39,45,47,0,0.0,"Caminhão da Sorte em MACAPÁ, AP"
709,26/10/2005,4,6,9,22,29,44,0,0.0,"Caminhão da Sorte em JUAZEIRO, BA"
710,29/10/2005,5,25,34,39,46,49,0,0.0,"Caminhão da Sorte em JUAZEIRO, BA"
711,05/11/2005,5,10,33,40,41,59,0,0.0,"Caminhão da Sorte em Juazeiro do Norte, CE"
712,09/11/2005,7,8,35,43,53,58,0,0.0,"Caminhão da Sorte em Guaratinguetá, SP"
713,12/11/2005,1,12,16,26,46,54,0,0.0,"Caminhão da Sorte em Lorena, SP"
714,16/11/2005,7,8,17,35,39,53,0,0.0,"Caminhão da Sorte em ALFENAS, MG"
715,19/11/2005,4,12,24,33,36,54,3,10825809.33,"Caminhão da Sorte em ALFENAS, MG"
716,23/11/2005,2,7,16,29,32,50,1,945382.75,"Caminhão da Sorte em Medina, MG"
717,26/11/2005,6,17,23,28,35,41,0,0.0,"Caminhão da Sorte em Araçuaí, MG"
718,30/11/2005,7,21,33,35,39,58,0,0.0,"Caminhão da Sorte em Sananduva, RS"
719,03/12/2005,3,32,37,39,47,53,0,0.0,"Caminhão da Sorte em Panambi, RS"
720,07/12/2005,12,31,44,51,54,56,0,0.0,"Caminhão da Sorte em Votorantim, SP"
721,10/12/2005,3,14,23,25,36,55,0,0.0,"Caminhão da Sorte em Votorantim, SP"
722,14/12/2005,9,18,36,44,57,60,0,0.0,"Caminhão da Sorte em Mococa, SP"
723,17/12/2005,1,6,16,36,50,52,0,0.0,"Caminhão da Sorte em Serrana, SP"
724,21/12/2005,17,27,34,48,51,55,0,0.0,"Caminhão da Sorte em Campinas, SP"
725,31/12/2005,3,9,35,37,41,49,2,15815987.63,"Caminhão da Sorte em São Paulo, SP"
726,04/01/2006,1,5,7,37,40,47,0,0.0,"Caminhão da Sorte em NOVA FRIBURGO, RJ"
727,07/01/2006,4,12,14,30,42,59,0,0.0,"Caminhão da Sorte em Nova Friburgo, RJ"
728,11/01/2006,8,13,24,32,42,44,0,0.0,"Caminhão da Sorte em Santos, SP"
729,14/01/2006,5,18,33,43,56,57,1,4969519.9,"Caminhão da Sorte em GUARUJÁ, SP"
730,18/01/2006,2,15,16,45,50,54,0,0.0,"Caminhão da Sorte em Campos dos Goytacazes, RJ"
731,21/01/2006,6,15,16,23,28,35,0,0.0,"Caminhão da Sorte em Campos dos Goytacazes, RJ"
732,25/01/2006,6,17,19,49,50,53,0,0.0,"Caminhão da Sorte em Várzea Paulista, SP"
733,28/01/2006,2,12,26,31,43,46,0,0.0,"Caminhão da Sorte em Águas de Lindóia, SP"
734,01/02/2006,27,29,43,44,45,54,1,16726569.98,"Caminhão da Sorte em União da Vitória, PR"
735,04/02/2006,9,15,38,40,42,52,0,0.0,"Caminhão da Sorte em General Carneiro, PR"
736,08/02/2006,1,21,38,41,49,56,0,0.0,"Caminhão da Sorte em LAVRAS, MG"
737,11/02/2006,11,12,24,32,33,38,0,0.0,"Caminhão da Sorte em LAVRAS, MG"
738,15/02/2006,14,15,26,30,42,54,0,0.0,"Caminhão da Sorte em RIO GRANDE, RS"
